Mission_ID;Mission_Month;Mission_Day;Mission_Year;Target_Longitude;Target_Latitude;Target_Country;Target_City;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Type;Target Industry;Target Priority;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;"Source ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mission ID;Mission_Date;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Country;Target City;Target Type;Target Industry;Target Priority;Target Latitude;Target Longitude;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;Source ID";Column 47;Column 48;Column 49;Column 50;Column 51;Column 52;Column 53;Column 54;Column 55;Column 56;Column 57;Column 58;Column 59;Column 60;Column 61
312;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;225;;;;;;;;;;;32;;;;;;;;;;32;;;"197579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
313;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;225;;;;;;;;;;;32;;;;;;;;;;32;;;"197613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
314;8;16;1943;;;FRANCE;;ETO;;;;B17;;;;;;;99997;;AIR FIELDS AND AIRDROMES;3;225;;;;;;;;;;;2;;;;;;;;;;2;;;"95460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
315;8;16;1943;;;FRANCE;;ETO;;;;B17;;;;;;;99997;;AIR FIELDS AND AIRDROMES;3;225;;;;;;;;;;;2;;;;;;;;;;2;;;"197586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
316;8;16;1943;;;FRANCE;;ETO;;;;B17;;;;;;;99997;;AIR FIELDS AND AIRDROMES;3;225;;;;;;;;;;;2;;;;;;;;;;2;;;"197623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
317;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;215;;;;;;;;;;;42;;;;;;;;;;42;;;"95454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
318;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;215;;;;;;;;;;;42;;;;;;;;;;42;;;"197581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
319;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;215;;;;;;;;;;;42;;;;;;;;;;42;;;"197615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
320;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;12;;;;;;;;;;12;;;"95477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
321;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;12;;;;;;;;;;12;;;"197601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
322;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;12;;;;;;;;;;12;;;"197620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
323;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;38;;;;;;;;;;38;;;"95455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
324;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;38;;;;;;;;;;38;;;"197582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
325;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;38;;;;;;;;;;38;;;"197616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
326;8;16;1943;1.98;49.78;FRANCE;POIX;ETO;;;;B17;;;;;;;34252;A D;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;12;;;;;;;;;;12;;;"95458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
327;8;16;1943;1.98;49.78;FRANCE;POIX;ETO;;;;B17;;;;;;;34252;A D;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;12;;;;;;;;;;12;;;"197585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
328;8;16;1943;1.98;49.78;FRANCE;POIX;ETO;;;;B17;;;;;;;34252;A D;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;12;;;;;;;;;;12;;;"197619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
329;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;207;;;;;;;;;;;37;;;;;;;;;;37;;;"95456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
330;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;207;;;;;;;;;;;37;;;;;;;;;;37;;;"197583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
331;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;207;;;;;;;;;;;37;;;;;;;;;;37;;;"197617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
332;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;205;;;;;;;;;;;38;;;;;;;;;;38;;;"95453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
333;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;205;;;;;;;;;;;38;;;;;;;;;;38;;;"197580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
334;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;205;;;;;;;;;;;38;;;;;;;;;;38;;;"197614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
335;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;27;;;;;;;;;;27;;;"95478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
336;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;27;;;;;;;;;;27;;;"197602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
337;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;27;;;;;;;;;;27;;;"197621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
338;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;40;;;;;;;;;;40;;;"95451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
339;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;40;;;;;;;;;;40;;;"197578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
340;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;40;;;;;;;;;;40;;;"197612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
341;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;196;;;;;;;;;;;32;;;;;;;;;;32;;;"95450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
342;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;196;;;;;;;;;;;32;;;;;;;;;;32;;;"197577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
343;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;196;;;;;;;;;;;32;;;;;;;;;;32;;;"197611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
344;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;194;;;;;;;;;;;38;;;;;;;;;;38;;;"95457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
345;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;194;;;;;;;;;;;38;;;;;;;;;;38;;;"197584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
346;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;194;;;;;;;;;;;38;;;;;;;;;;38;;;"197618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
347;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;192;;;;;;;;;;;35;;;;;;;;;;35;;;"95449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
348;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;192;;;;;;;;;;;35;;;;;;;;;;35;;;"197576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
349;8;16;1943;2.43;48.96;FRANCE;LE_BOURGET;ETO;;;;B17;;;;;;;24003;AIRDROME;AIR FIELDS AND AIRDROMES;1;192;;;;;;;;;;;35;;;;;;;;;;35;;;"197610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
350;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;190;;;;;;;;;;;25;;;;;;;;;;25;;;"95479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
351;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;190;;;;;;;;;;;25;;;;;;;;;;25;;;"197603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
352;8;16;1943;1.83;50.1;FRANCE;ABBEVILLE;ETO;;;;B17;;;;;;;38;;AIR FIELDS AND AIRDROMES;1;190;;;;;;;;;;;25;;;;;;;;;;25;;;"197622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
353;8;16;1943;0.6;49.1;FRANCE;BERNAY;ETO;;;;B26;;;;;;;3742;AIRDROME;AIR FIELDS AND AIRDROMES;1;110;;;;;;;;;;;30;;;;;;;;;;30;;;"95448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
354;8;16;1943;0.6;49.1;FRANCE;BERNAY;ETO;;;;B26;;;;;;;3742;AIRDROME;AIR FIELDS AND AIRDROMES;1;110;;;;;;;;;;;30;;;;;;;;;;30;;;"197605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
355;8;16;1943;;;ITALY;TERRE_DI_FARO;MTO;USA;12 AF;;B25;;;;;;;43045;SHIPS;SHIPS;1;98;;;;;;;;;;;18;;;;;;;;;;18;;;"95459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
356;8;16;1943;;;ITALY;TERRE_DI_FARO;MTO;USA;12 AF;;B25;;;;;;;43045;SHIPS;SHIPS;1;98;;;;;;;;;;;18;;;;;;;;;;18;;;"197575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
357;8;16;1943;15.58;38;ITALY;MESSINA_STRAITS;MTO;USA;12 AF;;B25;;;;;;;27693;SHIPS;SHIPS;1;95;;;;;;;;;;;16;;;;;;;;;;16;;;"95446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
358;8;16;1943;15.58;38;ITALY;MESSINA_STRAITS;MTO;USA;12 AF;;B25;;;;;;;27693;SHIPS;SHIPS;1;95;;;;;;;;;;;16;;;;;;;;;;16;;;"197574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
359;8;16;1943;15.57;38.18;ITALY;MESSINA;MTO;USA;12 AF;;A20;;;;;;;27689;TACTICAL TGT;TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW);1;90;;;;;;;;;;;1;;;;;;;;5;;6;;;"95476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
360;8;16;1943;15.57;38.18;ITALY;MESSINA;MTO;USA;12 AF;;A20;;;;;;;27689;TACTICAL TGT;TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW);1;90;;;;;;;;;;;1;;;;;;;;5;;6;;;"197609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
361;8;16;1943;16.55;38.77;ITALY;STALETTI;MTO;USA;12 AF;;B25;;;;;;;41696;ROAD BED TRESTLE;BRIDGES;1;90;;;;;;;;;;;2;;;;;;;;;;2;;;"95440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
362;8;16;1943;16.55;38.77;ITALY;STALETTI;MTO;USA;12 AF;;B25;;;;;;;41696;ROAD BED TRESTLE;BRIDGES;1;90;;;;;;;;;;;2;;;;;;;;;;2;;;"197572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
363;8;16;1943;15.57;38.18;ITALY;MESSINA;MTO;USA;12 AF;;B25;;;;;;;27689;TACTICAL TGT;TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW);1;87;;;;;;;;;;;14;;;;;;;;;;14;;;"95475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
